"Country"	"variable"	"value"	"Year"
"Senegal"	"Adult population - BMI 25-30 (thousands)"	1278,7	"2014"
"Serbia"	"Adult population - BMI 25-30 (thousands)"	2357,2	"2014"
"Seychelles"	"Adult population - BMI 25-30 (thousands)"	18,5	"2014"
"Sierra Leone"	"Adult population - BMI 25-30 (thousands)"	522,9	"2014"
"Singapore"	"Adult population - BMI 25-30 (thousands)"	1124,7	"2014"
"Slovakia"	"Adult population - BMI 25-30 (thousands)"	1526,8	"2014"
"Slovenia"	"Adult population - BMI 25-30 (thousands)"	601,7	"2014"
"Solomon Islands"	"Adult population - BMI 25-30 (thousands)"	83,5	"2014"
"South Africa"	"Adult population - BMI 25-30 (thousands)"	8463,8	"2014"
"South Korea"	"Adult population - BMI 25-30 (thousands)"	11315,8	"2014"
"Spain"	"Adult population - BMI 25-30 (thousands)"	13800,7	"2014"
"Sri Lanka"	"Adult population - BMI 25-30 (thousands)"	2508,2	"2014"
"Sudan"	"Adult population - BMI 25-30 (thousands)"	3770,2	"2014"
"Suriname"	"Adult population - BMI 25-30 (thousands)"	110,5	"2014"
"Swaziland"	"Adult population - BMI 25-30 (thousands)"	148,4	"2014"
"Sweden"	"Adult population - BMI 25-30 (thousands)"	2682,9	"2014"
"Switzerland"	"Adult population - BMI 25-30 (thousands)"	2367,6	"2014"
"Syria"	"Adult population - BMI 25-30 (thousands)"	3413,6	"2014"
"Tajikistan"	"Adult population - BMI 25-30 (thousands)"	1383,3	"2014"
"Tanzania"	"Adult population - BMI 25-30 (thousands)"	3943,4	"2014"
"Thailand"	"Adult population - BMI 25-30 (thousands)"	10687,4	"2014"
"Timor-Leste"	"Adult population - BMI 25-30 (thousands)"	61,6	"2014"
"Togo"	"Adult population - BMI 25-30 (thousands)"	587,2	"2014"
"Tonga"	"Adult population - BMI 25-30 (thousands)"	17,3	"2014"
"Trinidad and Tobago"	"Adult population - BMI 25-30 (thousands)"	298,5	"2014"
"Tunisia"	"Adult population - BMI 25-30 (thousands)"	2740,5	"2014"
"Turkey"	"Adult population - BMI 25-30 (thousands)"	18481,8	"2014"
"Turkmenistan"	"Adult population - BMI 25-30 (thousands)"	1128	"2014"
"Uganda"	"Adult population - BMI 25-30 (thousands)"	2470,5	"2014"
"Ukraine"	"Adult population - BMI 25-30 (thousands)"	12355,9	"2014"
"United Arab Emirates"	"Adult population - BMI 25-30 (thousands)"	2795	"2014"
"United Kingdom"	"Adult population - BMI 25-30 (thousands)"	17523,4	"2014"
"United States"	"Adult population - BMI 25-30 (thousands)"	79517,9	"2014"
"Uruguay"	"Adult population - BMI 25-30 (thousands)"	823,5	"2014"
"Uzbekistan"	"Adult population - BMI 25-30 (thousands)"	6068,8	"2014"
"Vanuatu"	"Adult population - BMI 25-30 (thousands)"	42,9	"2014"
"Venezuela, RB"	"Adult population - BMI 25-30 (thousands)"	7160,1	"2014"
"Viet Nam"	"Adult population - BMI 25-30 (thousands)"	10080,7	"2014"
"Yemen, Rep."	"Adult population - BMI 25-30 (thousands)"	3627,7	"2014"
"Zambia"	"Adult population - BMI 25-30 (thousands)"	1307	"2014"
"Zimbabwe"	"Adult population - BMI 25-30 (thousands)"	1563,2	"2014"
"World"	"Adult population - BMI 25-30 (thousands)"	1213418,2	"2014"
"Afghanistan"	"Adult population - BMI 30-35 (thousands)"	386	"2014"
"Albania"	"Adult population - BMI 30-35 (thousands)"	270,3	"2014"
"Algeria"	"Adult population - BMI 30-35 (thousands)"	4060,4	"2014"
"Angola"	"Adult population - BMI 30-35 (thousands)"	624,4	"2014"
"Antigua and Barbuda"	"Adult population - BMI 30-35 (thousands)"	9,3	"2014"
"Argentina"	"Adult population - BMI 30-35 (thousands)"	5345,1	"2014"
"Armenia"	"Adult population - BMI 30-35 (thousands)"	302,3	"2014"
"Australia"	"Adult population - BMI 30-35 (thousands)"	3120,8	"2014"
"Austria"	"Adult population - BMI 30-35 (thousands)"	962,5	"2014"
"Azerbaijan"	"Adult population - BMI 30-35 (thousands)"	998,5	"2014"
"Bahamas, The"	"Adult population - BMI 30-35 (thousands)"	48,6	"2014"
"Bahrain"	"Adult population - BMI 30-35 (thousands)"	198,3	"2014"
"Bangladesh"	"Adult population - BMI 30-35 (thousands)"	2715	"2014"
"Barbados"	"Adult population - BMI 30-35 (thousands)"	31,7	"2014"
"Belarus"	"Adult population - BMI 30-35 (thousands)"	1164,6	"2014"
"Belgium"	"Adult population - BMI 30-35 (thousands)"	1418,7	"2014"
"Belize"	"Adult population - BMI 30-35 (thousands)"	26,3	"2014"
"Benin"	"Adult population - BMI 30-35 (thousands)"	275,1	"2014"
"Bhutan"	"Adult population - BMI 30-35 (thousands)"	24,3	"2014"
"Bolivia"	"Adult population - BMI 30-35 (thousands)"	796	"2014"
"Bosnia and Herzegovina"	"Adult population - BMI 30-35 (thousands)"	363,8	"2014"
"Botswana"	"Adult population - BMI 30-35 (thousands)"	157,4	"2014"
"Brazil"	"Adult population - BMI 30-35 (thousands)"	20435,7	"2014"
"Brunei Darussalam"	"Adult population - BMI 30-35 (thousands)"	33,2	"2014"
"Bulgaria"	"Adult population - BMI 30-35 (thousands)"	912,6	"2014"
"Burkina Faso"	"Adult population - BMI 30-35 (thousands)"	317,8	"2014"
"Burundi"	"Adult population - BMI 30-35 (thousands)"	124,2	"2014"
"Cabo Verde"	"Adult population - BMI 30-35 (thousands)"	26,1	"2014"
"Cambodia"	"Adult population - BMI 30-35 (thousands)"	217,3	"2014"
"Cameroon"	"Adult population - BMI 30-35 (thousands)"	727,7	"2014"
"Canada"	"Adult population - BMI 30-35 (thousands)"	4943,5	"2014"
"Central African Republic"	"Adult population - BMI 30-35 (thousands)"	87,1	"2014"
"Chad"	"Adult population - BMI 30-35 (thousands)"	259,8	"2014"
"Chile"	"Adult population - BMI 30-35 (thousands)"	2450,5	"2014"
"China"	"Adult population - BMI 30-35 (thousands)"	71446,2	"2014"
"Colombia"	"Adult population - BMI 30-35 (thousands)"	4772,1	"2014"
"Comoros"	"Adult population - BMI 30-35 (thousands)"	18,6	"2014"
"Congo, Rep."	"Adult population - BMI 30-35 (thousands)"	145,5	"2014"
"Costa Rica"	"Adult population - BMI 30-35 (thousands)"	532,8	"2014"
"Cote d'Ivoire"	"Adult population - BMI 30-35 (thousands)"	656,1	"2014"
"Croatia"	"Adult population - BMI 30-35 (thousands)"	510	"2014"
"Cuba"	"Adult population - BMI 30-35 (thousands)"	1324	"2014"
"Cyprus"	"Adult population - BMI 30-35 (thousands)"	141,2	"2014"
"Czech Republic"	"Adult population - BMI 30-35 (thousands)"	1465,5	"2014"
"Congo, Dem. Rep."	"Adult population - BMI 30-35 (thousands)"	1143,4	"2014"
"Denmark"	"Adult population - BMI 30-35 (thousands)"	605,4	"2014"
"Djibouti"	"Adult population - BMI 30-35 (thousands)"	34,5	"2014"
"Dominican Republic"	"Adult population - BMI 30-35 (thousands)"	907,4	"2014"
"Ecuador"	"Adult population - BMI 30-35 (thousands)"	1396	"2014"
"Egypt, Arab Rep."	"Adult population - BMI 30-35 (thousands)"	9664,3	"2014"
"El Salvador"	"Adult population - BMI 30-35 (thousands)"	580,5	"2014"
"Equatorial Guinea"	"Adult population - BMI 30-35 (thousands)"	40	"2014"
"Eritrea"	"Adult population - BMI 30-35 (thousands)"	84,2	"2014"
"Estonia"	"Adult population - BMI 30-35 (thousands)"	153,1	"2014"
"Ethiopia"	"Adult population - BMI 30-35 (thousands)"	1357	"2014"
"Fiji"	"Adult population - BMI 30-35 (thousands)"	110,2	"2014"
"Finland"	"Adult population - BMI 30-35 (thousands)"	637,3	"2014"
"France"	"Adult population - BMI 30-35 (thousands)"	7531,2	"2014"
"Gabon"	"Adult population - BMI 30-35 (thousands)"	92,7	"2014"
"Gambia, The"	"Adult population - BMI 30-35 (thousands)"	53,2	"2014"
"Georgia"	"Adult population - BMI 30-35 (thousands)"	403	"2014"
"Germany"	"Adult population - BMI 30-35 (thousands)"	10215,2	"2014"
"Ghana"	"Adult population - BMI 30-35 (thousands)"	1005,9	"2014"
"Greece"	"Adult population - BMI 30-35 (thousands)"	1455,2	"2014"
"Grenada"	"Adult population - BMI 30-35 (thousands)"	9,5	"2014"
"Guatemala"	"Adult population - BMI 30-35 (thousands)"	1146,1	"2014"
"Guinea"	"Adult population - BMI 30-35 (thousands)"	260,6	"2014"
"Guinea-Bissau"	"Adult population - BMI 30-35 (thousands)"	42,7	"2014"
"Guyana"	"Adult population - BMI 30-35 (thousands)"	58	"2014"
"Haiti"	"Adult population - BMI 30-35 (thousands)"	502,4	"2014"
"Honduras"	"Adult population - BMI 30-35 (thousands)"	580,8	"2014"
"Hungary"	"Adult population - BMI 30-35 (thousands)"	1279,8	"2014"
"Iceland"	"Adult population - BMI 30-35 (thousands)"	35,2	"2014"
"India"	"Adult population - BMI 30-35 (thousands)"	24803,8	"2014"
"Indonesia"	"Adult population - BMI 30-35 (thousands)"	7558,3	"2014"
"Iran, Islamic Rep."	"Adult population - BMI 30-35 (thousands)"	9382,6	"2014"
"Iraq"	"Adult population - BMI 30-35 (thousands)"	3053,6	"2014"
"Ireland"	"Adult population - BMI 30-35 (thousands)"	590,4	"2014"
"Israel"	"Adult population - BMI 30-35 (thousands)"	913,8	"2014"
"Italy"	"Adult population - BMI 30-35 (thousands)"	7818,5	"2014"
"Jamaica"	"Adult population - BMI 30-35 (thousands)"	267	"2014"
"Japan"	"Adult population - BMI 30-35 (thousands)"	3166,2	"2014"
"Jordan"	"Adult population - BMI 30-35 (thousands)"	799,2	"2014"
"Kazakhstan"	"Adult population - BMI 30-35 (thousands)"	1762	"2014"
"Kenya"	"Adult population - BMI 30-35 (thousands)"	1114,3	"2014"
"Kiribati"	"Adult population - BMI 30-35 (thousands)"	13,1	"2014"
"Kuwait"	"Adult population - BMI 30-35 (thousands)"	627,5	"2014"
"Kyrgyz Republic"	"Adult population - BMI 30-35 (thousands)"	357,4	"2014"
"Lao PDR"	"Adult population - BMI 30-35 (thousands)"	106,7	"2014"
"Latvia"	"Adult population - BMI 30-35 (thousands)"	255,8	"2014"
"Lebanon"	"Adult population - BMI 30-35 (thousands)"	725,9	"2014"
"Lesotho"	"Adult population - BMI 30-35 (thousands)"	103,6	"2014"
"Liberia"	"Adult population - BMI 30-35 (thousands)"	101,4	"2014"
"Libya"	"Adult population - BMI 30-35 (thousands)"	766,6	"2014"
"Lithuania"	"Adult population - BMI 30-35 (thousands)"	394,6	"2014"
"Luxembourg"	"Adult population - BMI 30-35 (thousands)"	68,2	"2014"
"Macedonia, FYR"	"Adult population - BMI 30-35 (thousands)"	217,7	"2014"
"Madagascar"	"Adult population - BMI 30-35 (thousands)"	422	"2014"
"Malawi"	"Adult population - BMI 30-35 (thousands)"	274,7	"2014"
"Malaysia"	"Adult population - BMI 30-35 (thousands)"	1905,3	"2014"
"Maldives"	"Adult population - BMI 30-35 (thousands)"	14,6	"2014"
"Mali"	"Adult population - BMI 30-35 (thousands)"	370,1	"2014"
"Malta"	"Adult population - BMI 30-35 (thousands)"	60,2	"2014"
"Mauritania"	"Adult population - BMI 30-35 (thousands)"	133,4	"2014"
"Mauritius"	"Adult population - BMI 30-35 (thousands)"	107,6	"2014"
"Mexico"	"Adult population - BMI 30-35 (thousands)"	14506,8	"2014"
"Micronesia, Fed. Sts."	"Adult population - BMI 30-35 (thousands)"	11,8	"2014"
"Moldova"	"Adult population - BMI 30-35 (thousands)"	359,8	"2014"
"Mongolia"	"Adult population - BMI 30-35 (thousands)"	229,4	"2014"
"Montenegro"	"Adult population - BMI 30-35 (thousands)"	67,8	"2014"
"Morocco"	"Adult population - BMI 30-35 (thousands)"	3344,4	"2014"
"Mozambique"	"Adult population - BMI 30-35 (thousands)"	473,8	"2014"
"Myanmar"	"Adult population - BMI 30-35 (thousands)"	1021,9	"2014"
"Namibia"	"Adult population - BMI 30-35 (thousands)"	132,1	"2014"
"Nepal"	"Adult population - BMI 30-35 (thousands)"	510,2	"2014"
"Netherlands"	"Adult population - BMI 30-35 (thousands)"	1845,4	"2014"
"New Zealand"	"Adult population - BMI 30-35 (thousands)"	584,5	"2014"
"Nicaragua"	"Adult population - BMI 30-35 (thousands)"	472,3	"2014"
"Niger"	"Adult population - BMI 30-35 (thousands)"	242,1	"2014"
"Nigeria"	"Adult population - BMI 30-35 (thousands)"	5483,4	"2014"
"Norway"	"Adult population - BMI 30-35 (thousands)"	620	"2014"
"Oman"	"Adult population - BMI 30-35 (thousands)"	565,4	"2014"
"Pakistan"	"Adult population - BMI 30-35 (thousands)"	4909,6	"2014"
"Panama"	"Adult population - BMI 30-35 (thousands)"	413,2	"2014"
"Papua New Guinea"	"Adult population - BMI 30-35 (thousands)"	525,7	"2014"
"Paraguay"	"Adult population - BMI 30-35 (thousands)"	505,8	"2014"
"Peru"	"Adult population - BMI 30-35 (thousands)"	3005,3	"2014"
"Philippines"	"Adult population - BMI 30-35 (thousands)"	2544,3	"2014"
"Poland"	"Adult population - BMI 30-35 (thousands)"	5091,8	"2014"
"Portugal"	"Adult population - BMI 30-35 (thousands)"	1250,3	"2014"
"Qatar"	"Adult population - BMI 30-35 (thousands)"	396,2	"2014"
"Romania"	"Adult population - BMI 30-35 (thousands)"	2365,6	"2014"
"Russian Federation"	"Adult population - BMI 30-35 (thousands)"	17996	"2014"
"Rwanda"	"Adult population - BMI 30-35 (thousands)"	179,7	"2014"
"St. Lucia"	"Adult population - BMI 30-35 (thousands)"	17,6	"2014"
"St. Vincent and the Grenadines"	"Adult population - BMI 30-35 (thousands)"	10	"2014"
"Samoa"	"Adult population - BMI 30-35 (thousands)"	22,3	"2014"
"Sao Tome and Principe"	"Adult population - BMI 30-35 (thousands)"	6,3	"2014"
"Saudi Arabia"	"Adult population - BMI 30-35 (thousands)"	4089,1	"2014"
"Senegal"	"Adult population - BMI 30-35 (thousands)"	402,5	"2014"
"Serbia"	"Adult population - BMI 30-35 (thousands)"	920,3	"2014"
"Seychelles"	"Adult population - BMI 30-35 (thousands)"	9,4	"2014"
"Sierra Leone"	"Adult population - BMI 30-35 (thousands)"	154,7	"2014"
"Singapore"	"Adult population - BMI 30-35 (thousands)"	243,7	"2014"
"Slovakia"	"Adult population - BMI 30-35 (thousands)"	685,6	"2014"
"Slovenia"	"Adult population - BMI 30-35 (thousands)"	258,9	"2014"
"Solomon Islands"	"Adult population - BMI 30-35 (thousands)"	36,3	"2014"
"South Africa"	"Adult population - BMI 30-35 (thousands)"	4750,9	"2014"
"South Korea"	"Adult population - BMI 30-35 (thousands)"	1901,4	"2014"
"Spain"	"Adult population - BMI 30-35 (thousands)"	6345,4	"2014"
"Sri Lanka"	"Adult population - BMI 30-35 (thousands)"	677,2	"2014"
"Sudan"	"Adult population - BMI 30-35 (thousands)"	1176,5	"2014"
"Suriname"	"Adult population - BMI 30-35 (thousands)"	54,8	"2014"
"Swaziland"	"Adult population - BMI 30-35 (thousands)"	68,5	"2014"
"Sweden"	"Adult population - BMI 30-35 (thousands)"	1099,9	"2014"
"Switzerland"	"Adult population - BMI 30-35 (thousands)"	934,4	"2014"
"Syria"	"Adult population - BMI 30-35 (thousands)"	1531,3	"2014"
"Tajikistan"	"Adult population - BMI 30-35 (thousands)"	414,5	"2014"
"Tanzania"	"Adult population - BMI 30-35 (thousands)"	1151,6	"2014"
"Thailand"	"Adult population - BMI 30-35 (thousands)"	3341,2	"2014"
"Timor-Leste"	"Adult population - BMI 30-35 (thousands)"	9,2	"2014"
"Togo"	"Adult population - BMI 30-35 (thousands)"	174,2	"2014"
"Tonga"	"Adult population - BMI 30-35 (thousands)"	13,3	"2014"
"Trinidad and Tobago"	"Adult population - BMI 30-35 (thousands)"	156,2	"2014"
"Tunisia"	"Adult population - BMI 30-35 (thousands)"	1291,1	"2014"
"Turkey"	"Adult population - BMI 30-35 (thousands)"	9990,7	"2014"
"Turkmenistan"	"Adult population - BMI 30-35 (thousands)"	448,5	"2014"
"Uganda"	"Adult population - BMI 30-35 (thousands)"	541	"2014"
"Ukraine"	"Adult population - BMI 30-35 (thousands)"	5148	"2014"
"United Arab Emirates"	"Adult population - BMI 30-35 (thousands)"	1562,9	"2014"
"United Kingdom"	"Adult population - BMI 30-35 (thousands)"	8722,8	"2014"
"United States"	"Adult population - BMI 30-35 (thousands)"	44323	"2014"
"Uruguay"	"Adult population - BMI 30-35 (thousands)"	434,8	"2014"
"Uzbekistan"	"Adult population - BMI 30-35 (thousands)"	2050,2	"2014"
"Vanuatu"	"Adult population - BMI 30-35 (thousands)"	21,4	"2014"
"Venezuela, RB"	"Adult population - BMI 30-35 (thousands)"	3432,5	"2014"
"Viet Nam"	"Adult population - BMI 30-35 (thousands)"	1415,6	"2014"
"Yemen, Rep."	"Adult population - BMI 30-35 (thousands)"	1347,2	"2014"
"Zambia"	"Adult population - BMI 30-35 (thousands)"	429,3	"2014"
"Zimbabwe"	"Adult population - BMI 30-35 (thousands)"	643,3	"2014"
"World"	"Adult population - BMI 30-35 (thousands)"	426601,4	"2014"
"Afghanistan"	"Adult population - BMI 35-40 (thousands)"	60,2	"2014"
"Albania"	"Adult population - BMI 35-40 (thousands)"	62,6	"2014"
"Algeria"	"Adult population - BMI 35-40 (thousands)"	1154,6	"2014"
"Angola"	"Adult population - BMI 35-40 (thousands)"	173,4	"2014"
"Antigua and Barbuda"	"Adult population - BMI 35-40 (thousands)"	4,6	"2014"
"Argentina"	"Adult population - BMI 35-40 (thousands)"	2112,5	"2014"
"Armenia"	"Adult population - BMI 35-40 (thousands)"	90,8	"2014"
"Australia"	"Adult population - BMI 35-40 (thousands)"	1205,1	"2014"
"Austria"	"Adult population - BMI 35-40 (thousands)"	266,8	"2014"
"Azerbaijan"	"Adult population - BMI 35-40 (thousands)"	336,1	"2014"
"Bahamas, The"	"Adult population - BMI 35-40 (thousands)"	22,3	"2014"
"Bahrain"	"Adult population - BMI 35-40 (thousands)"	65	"2014"
"Bangladesh"	"Adult population - BMI 35-40 (thousands)"	333,2	"2014"
"Barbados"	"Adult population - BMI 35-40 (thousands)"	14,1	"2014"
"Belarus"	"Adult population - BMI 35-40 (thousands)"	375,3	"2014"
"Belgium"	"Adult population - BMI 35-40 (thousands)"	335,9	"2014"
"Belize"	"Adult population - BMI 35-40 (thousands)"	9,9	"2014"
"Benin"	"Adult population - BMI 35-40 (thousands)"	77,7	"2014"
"Bhutan"	"Adult population - BMI 35-40 (thousands)"	3,6	"2014"
"Bolivia"	"Adult population - BMI 35-40 (thousands)"	205,9	"2014"
"Bosnia and Herzegovina"	"Adult population - BMI 35-40 (thousands)"	77,1	"2014"
"Botswana"	"Adult population - BMI 35-40 (thousands)"	56,9	"2014"
"Brazil"	"Adult population - BMI 35-40 (thousands)"	6549,3	"2014"
"Brunei Darussalam"	"Adult population - BMI 35-40 (thousands)"	9,8	"2014"
"Bulgaria"	"Adult population - BMI 35-40 (thousands)"	254	"2014"
"Burkina Faso"	"Adult population - BMI 35-40 (thousands)"	66,5	"2014"
"Burundi"	"Adult population - BMI 35-40 (thousands)"	17,5	"2014"
"Cabo Verde"	"Adult population - BMI 35-40 (thousands)"	7,6	"2014"
"Cambodia"	"Adult population - BMI 35-40 (thousands)"	32,2	"2014"
"Cameroon"	"Adult population - BMI 35-40 (thousands)"	223,5	"2014"
"Canada"	"Adult population - BMI 35-40 (thousands)"	1778,3	"2014"
"Central African Republic"	"Adult population - BMI 35-40 (thousands)"	20,7	"2014"
"Chad"	"Adult population - BMI 35-40 (thousands)"	70	"2014"
"Chile"	"Adult population - BMI 35-40 (thousands)"	903,1	"2014"
"China"	"Adult population - BMI 35-40 (thousands)"	8885,7	"2014"
"Colombia"	"Adult population - BMI 35-40 (thousands)"	1342,6	"2014"
"Comoros"	"Adult population - BMI 35-40 (thousands)"	3,9	"2014"
"Congo, Rep."	"Adult population - BMI 35-40 (thousands)"	40,7	"2014"
"Costa Rica"	"Adult population - BMI 35-40 (thousands)"	171	"2014"
"Cote d'Ivoire"	"Adult population - BMI 35-40 (thousands)"	160,4	"2014"
"Croatia"	"Adult population - BMI 35-40 (thousands)"	139,8	"2014"
"Cuba"	"Adult population - BMI 35-40 (thousands)"	484,3	"2014"
"Cyprus"	"Adult population - BMI 35-40 (thousands)"	48,4	"2014"
"Czech Republic"	"Adult population - BMI 35-40 (thousands)"	440,2	"2014"
"Congo, Dem. Rep."	"Adult population - BMI 35-40 (thousands)"	295,1	"2014"
"Denmark"	"Adult population - BMI 35-40 (thousands)"	166,5	"2014"
"Djibouti"	"Adult population - BMI 35-40 (thousands)"	7,5	"2014"
"Dominican Republic"	"Adult population - BMI 35-40 (thousands)"	329,5	"2014"
"Ecuador"	"Adult population - BMI 35-40 (thousands)"	358	"2014"
"Egypt, Arab Rep."	"Adult population - BMI 35-40 (thousands)"	4077,7	"2014"
"El Salvador"	"Adult population - BMI 35-40 (thousands)"	180,8	"2014"
"Equatorial Guinea"	"Adult population - BMI 35-40 (thousands)"	14,2	"2014"
"Eritrea"	"Adult population - BMI 35-40 (thousands)"	15,9	"2014"
"Estonia"	"Adult population - BMI 35-40 (thousands)"	45,5	"2014"
"Ethiopia"	"Adult population - BMI 35-40 (thousands)"	226,8	"2014"
"Fiji"	"Adult population - BMI 35-40 (thousands)"	38,4	"2014"
"Finland"	"Adult population - BMI 35-40 (thousands)"	186,2	"2014"
"France"	"Adult population - BMI 35-40 (thousands)"	2421,6	"2014"
"Gabon"	"Adult population - BMI 35-40 (thousands)"	33	"2014"
"Gambia, The"	"Adult population - BMI 35-40 (thousands)"	14,5	"2014"
"Georgia"	"Adult population - BMI 35-40 (thousands)"	141,2	"2014"
"Germany"	"Adult population - BMI 35-40 (thousands)"	2783,6	"2014"
"Ghana"	"Adult population - BMI 35-40 (thousands)"	340,9	"2014"
"Greece"	"Adult population - BMI 35-40 (thousands)"	451,2	"2014"
"Grenada"	"Adult population - BMI 35-40 (thousands)"	4	"2014"
"Guatemala"	"Adult population - BMI 35-40 (thousands)"	320,7	"2014"
"Guinea"	"Adult population - BMI 35-40 (thousands)"	63,1	"2014"
"Guinea-Bissau"	"Adult population - BMI 35-40 (thousands)"	11,1	"2014"
"Guyana"	"Adult population - BMI 35-40 (thousands)"	25,1	"2014"
"Haiti"	"Adult population - BMI 35-40 (thousands)"	143,3	"2014"
"Honduras"	"Adult population - BMI 35-40 (thousands)"	169	"2014"
"Hungary"	"Adult population - BMI 35-40 (thousands)"	360,3	"2014"
"Iceland"	"Adult population - BMI 35-40 (thousands)"	11,1	"2014"
"India"	"Adult population - BMI 35-40 (thousands)"	3909,6	"2014"
"Indonesia"	"Adult population - BMI 35-40 (thousands)"	1207,2	"2014"
"Iran, Islamic Rep."	"Adult population - BMI 35-40 (thousands)"	2515,8	"2014"
"Iraq"	"Adult population - BMI 35-40 (thousands)"	990,8	"2014"
"Ireland"	"Adult population - BMI 35-40 (thousands)"	184	"2014"
"Israel"	"Adult population - BMI 35-40 (thousands)"	293,3	"2014"
"Italy"	"Adult population - BMI 35-40 (thousands)"	2090,1	"2014"
"Jamaica"	"Adult population - BMI 35-40 (thousands)"	110,2	"2014"
"Japan"	"Adult population - BMI 35-40 (thousands)"	263	"2014"
"Jordan"	"Adult population - BMI 35-40 (thousands)"	315,6	"2014"
"Kazakhstan"	"Adult population - BMI 35-40 (thousands)"	604,1	"2014"
"Kenya"	"Adult population - BMI 35-40 (thousands)"	257,6	"2014"
"Kiribati"	"Adult population - BMI 35-40 (thousands)"	6,9	"2014"
"Kuwait"	"Adult population - BMI 35-40 (thousands)"	245,8	"2014"
"Kyrgyz Republic"	"Adult population - BMI 35-40 (thousands)"	104,6	"2014"
"Lao PDR"	"Adult population - BMI 35-40 (thousands)"	12,7	"2014"
"Latvia"	"Adult population - BMI 35-40 (thousands)"	87	"2014"
"Lebanon"	"Adult population - BMI 35-40 (thousands)"	244	"2014"
"Lesotho"	"Adult population - BMI 35-40 (thousands)"	37,5	"2014"
"Liberia"	"Adult population - BMI 35-40 (thousands)"	26,9	"2014"
"Libya"	"Adult population - BMI 35-40 (thousands)"	268,6	"2014"
"Lithuania"	"Adult population - BMI 35-40 (thousands)"	142,2	"2014"
"Luxembourg"	"Adult population - BMI 35-40 (thousands)"	20,5	"2014"
"Macedonia, FYR"	"Adult population - BMI 35-40 (thousands)"	53,1	"2014"
"Madagascar"	"Adult population - BMI 35-40 (thousands)"	83,5	"2014"
"Malawi"	"Adult population - BMI 35-40 (thousands)"	55,1	"2014"
"Malaysia"	"Adult population - BMI 35-40 (thousands)"	520,8	"2014"
"Maldives"	"Adult population - BMI 35-40 (thousands)"	3,1	"2014"
"Mali"	"Adult population - BMI 35-40 (thousands)"	86,4	"2014"
"Malta"	"Adult population - BMI 35-40 (thousands)"	21,4	"2014"
"Mauritania"	"Adult population - BMI 35-40 (thousands)"	35,4	"2014"
"Mauritius"	"Adult population - BMI 35-40 (thousands)"	35,4	"2014"
"Mexico"	"Adult population - BMI 35-40 (thousands)"	5476,8	"2014"
"Micronesia, Fed. Sts."	"Adult population - BMI 35-40 (thousands)"	6,3	"2014"
"Moldova"	"Adult population - BMI 35-40 (thousands)"	102,1	"2014"
"Mongolia"	"Adult population - BMI 35-40 (thousands)"	56,3	"2014"
"Montenegro"	"Adult population - BMI 35-40 (thousands)"	17,5	"2014"
"Morocco"	"Adult population - BMI 35-40 (thousands)"	891,7	"2014"
"Mozambique"	"Adult population - BMI 35-40 (thousands)"	87,2	"2014"
"Myanmar"	"Adult population - BMI 35-40 (thousands)"	189,1	"2014"
"Namibia"	"Adult population - BMI 35-40 (thousands)"	47,4	"2014"
"Nepal"	"Adult population - BMI 35-40 (thousands)"	72,7	"2014"
"Netherlands"	"Adult population - BMI 35-40 (thousands)"	458,8	"2014"
"New Zealand"	"Adult population - BMI 35-40 (thousands)"	242,1	"2014"
"Nicaragua"	"Adult population - BMI 35-40 (thousands)"	148,2	"2014"
"Niger"	"Adult population - BMI 35-40 (thousands)"	53	"2014"
"Nigeria"	"Adult population - BMI 35-40 (thousands)"	1649,3	"2014"
"Norway"	"Adult population - BMI 35-40 (thousands)"	204,1	"2014"
"Oman"	"Adult population - BMI 35-40 (thousands)"	151,5	"2014"
"Pakistan"	"Adult population - BMI 35-40 (thousands)"	894,2	"2014"
"Panama"	"Adult population - BMI 35-40 (thousands)"	143,3	"2014"
"Papua New Guinea"	"Adult population - BMI 35-40 (thousands)"	154,3	"2014"
"Paraguay"	"Adult population - BMI 35-40 (thousands)"	151,7	"2014"
"Peru"	"Adult population - BMI 35-40 (thousands)"	744,3	"2014"
"Philippines"	"Adult population - BMI 35-40 (thousands)"	457,8	"2014"
"Poland"	"Adult population - BMI 35-40 (thousands)"	1614,6	"2014"
"Portugal"	"Adult population - BMI 35-40 (thousands)"	309,9	"2014"
"Qatar"	"Adult population - BMI 35-40 (thousands)"	155,9	"2014"
"Romania"	"Adult population - BMI 35-40 (thousands)"	643,6	"2014"
"Russian Federation"	"Adult population - BMI 35-40 (thousands)"	6217	"2014"
"Rwanda"	"Adult population - BMI 35-40 (thousands)"	26,2	"2014"
"St. Lucia"	"Adult population - BMI 35-40 (thousands)"	7,4	"2014"
"St. Vincent and the Grenadines"	"Adult population - BMI 35-40 (thousands)"	3,8	"2014"
"Samoa"	"Adult population - BMI 35-40 (thousands)"	13,9	"2014"
"Sao Tome and Principe"	"Adult population - BMI 35-40 (thousands)"	1,9	"2014"
"Saudi Arabia"	"Adult population - BMI 35-40 (thousands)"	1549	"2014"
"Senegal"	"Adult population - BMI 35-40 (thousands)"	111,6	"2014"
"Serbia"	"Adult population - BMI 35-40 (thousands)"	239,4	"2014"
"Seychelles"	"Adult population - BMI 35-40 (thousands)"	3,6	"2014"
"Sierra Leone"	"Adult population - BMI 35-40 (thousands)"	41,8	"2014"
